id,path,question,a,b,c,d,answer
train_0674,train/train_0674.jpg,이 사진의 상황으로 가장 알맞은 것은 무엇인가요?,운동회,입학식,축제,졸업식,d
train_0675,train/train_0675.jpg,이 사진에서 사람의 손이 만지고 있는 동물은 무엇인가요?,토끼,강아지,고양이,햄스터,c
train_0676,train/train_0676.jpg,사진 속 동물은 무엇인가요?,햄스터,강아지,고양이,토끼,c
train_0677,train/train_0677.jpg,이 사진에 보이는 물건은 무엇인가요?,소주병 뚜껑,와인병 마개,맥주캔,음료수 병뚜껑,a
train_0678,train/train_0678.jpg,이 사진에서 사용되는 게임은 무엇인가요?,축구,당구,농구,테니스,b
train_0679,train/train_0679.jpg,이 사진에 보이는 케이크 위에 올려진 과일은 무엇인가요?,오렌지,딸기,체리,블루베리,a
train_0680,train/train_0680.jpg,이 사진에 보이는 초콜릿 케이크 위에 장식된 것은 무엇인가요?,작은 곰 모양 초콜릿,작은 양 모양 초콜릿,작은 고양이 모양 초콜릿,작은 토끼 모양 초콜릿,b
train_0681,train/train_0681.jpg,사진 속 디저트 위에 올려진 것은 무엇인가요?,딸기,초콜릿,마카롱,크래커,d
train_0682,train/train_0682.jpg,이 사진에 보이는 건물 외벽에 설치된 것은 무엇인가요?,에어컨 실외기,전기 변압기,방범 카메라,태양광 패널,a
train_0683,train/train_0683.jpg,사진 속 건물의 이름은 무엇인가요?,롯데타워,가산타워,코엑스,서울타워,b
train_0684,train/train_0684.jpg,이 사진에 보이는 음식 중 매운 음식은 무엇인가요?,옥수수,닭발,두부,계란찜,b
train_0685,train/train_0685.jpg,이 사진 속 케이크는 어떤 모양으로 만들어졌나요?,고양이 얼굴 모양,강아지 얼굴 모양,곰 얼굴 모양,토끼 얼굴 모양,c
train_0686,train/train_0686.jpg,사진에 보이는 꽃밭에서 주로 보이는 꽃의 색깔은 무엇인가요?,분홍색,보라색,파란색,노란색,d
train_0687,train/train_0687.jpg,이 사진에서 무엇을 구워 먹고 있나요?,피자,꼬치구이,햄버거,스파게티,b
train_0688,train/train_0688.jpg,이 장바구니에 들어있지 않은 물건은 무엇일까요?,과자,사과,빵,맥주,b
train_0689,train/train_0689.jpg,이 사진에 보이는 산의 특성은 무엇인가요?,화산 활동이 활발한 산,높은 산맥과 눈이 약간 쌓인 봉우리,사막과 모래언덕이 있는 산,평평한 산과 초원이 있는 풍경,b
train_0690,train/train_0690.jpg,사진 속 건물 옥상에 있는 음식점의 이름은 무엇인가요?,청진동,전국택배,무한리필,아바이순대,d
train_0691,train/train_0691.jpg,이 사진에서 주로 조리되고 있는 음식은 무엇인가요?,찹쌀떡,순대전,떡볶이,호떡,b
train_0692,train/train_0692.jpg,이 사진에 보이는 장소의 주요 특징은 무엇인가요?,호수와 바다가 함께 보인다,도시의 고층 건물이 많다,높은 산이 배경에 있다,사막 풍경이 펼쳐져 있다,a
train_0693,train/train_0693.jpg,대한민국 기후환경 에너지대전은 언제 어디에서 개최되나요?,"2025년 7월 9일~11일, 김대중컨벤션센터","2025년 7월 9일~11일, 서울 삼성동","2025년 7월 9일~11일, 부산 벡스코","2025년 7월 9일~11일, 코엑스",a
train_0694,train/train_0694.jpg,이 사진에서 보이는 교차로의 신호등 색깔은 무엇인가요?,빨간색,파란색,초록색,노란색,a
train_0695,train/train_0695.jpg,이 사진에 보이는 동물은 무엇인가요?,토끼,고양이,새,강아지,b
train_0696,train/train_0696.jpg,이 이미지에서 걸려 있는 옷의 색상으로 맞지 않는 것은 무엇인가요?,흰색,회색,빨간색,검은색,c
train_0697,train/train_0697.jpg,이 사진에서 음료수를 들고 다니기 편하게 만든 것은 무엇인가요?,플라스틱 뚜껑,컴퓨터 마우스,파란색 끈,종이빨대,c
train_0698,train/train_0698.jpg,이 사진에 보이는 꽃은 무엇인가요?,장미,수국,해바라기,튤립,b
train_0699,train/train_0699.jpg,이 사진에서 두 사람이 함께 먹고 있는 음식은 무엇인가요?,라면과 김밥,햄버거와 피자,샌드위치와 김밥,샌드위치와 피자,c
train_0700,train/train_0700.jpg,사진 속 고양이가 있는 물건은 무엇인가요?,고양이 집,고양이 밥그릇,고양이 장난감,고양이 캣타워,d
train_0701,train/train_0701.jpg,사진 속 흰색 인형은 무엇을 닮았나요?,강아지,토끼,고양이,곰,d
train_0702,train/train_0702.jpg,사진에 보이는 검은색 자동차의 브랜드는 무엇인가요?,현대,르노,제네시스,기아,c
train_0703,train/train_0703.jpg,이 사진 속 자동차는 어디에 주차되어 있나요?,도로변,주유소,지하주차장,자동차 세차장,d
train_0704,train/train_0704.jpg,사진 속 남자가 바닥에 앉아 있는 이유로 가장 적절한 것은 무엇인가요?,강아지와 놀기 위해서,의자를 청소하기 위해서,휴대폰을 충전하기 위해서,책을 읽기 위해서,a
train_0705,train/train_0705.jpg,이 사진에 보이는 DEWALT 제품은 무엇인가요?,휴대폰 케이스,키링 액세서리,무선 이어폰 케이스,보조 배터리,c
train_0706,train/train_0706.jpg,이 사진에서 사람들이 모여서 무엇을 하고 있나요?,운동을 하고 있다,캠핑을 하고 있다,낚시를 하고 있다,천체 망원경을 사용하여 별을 관찰하고 있다,d
train_0707,train/train_0707.jpg,이 사진에 보이는 두 자동차 브랜드는 무엇인가요?,현대와 벤츠,토요타와 혼다,BMW와 아우디,기아와 푸조,d
train_0708,train/train_0708.jpg,이 음식에 포함되어 있지 않은 것은 무엇인가요?,밥,피클,스파게티,샐러드,c
train_0709,train/train_0709.jpg,이 사진에서 볼 수 있는 경찰차의 색상은 무엇인가요?,파란색과 흰색,빨간색과 흰색,초록색과 흰색,노란색과 검은색,a
train_0710,train/train_0710.jpg,이 사진에 보이는 음식은 무엇인가요?,딸기 케이크,초콜릿 아이스크림,바나나 쉐이크,수박 빙수,d
train_0711,train/train_0711.jpg,사진 속에 보이는 캐릭터들은 무엇인가요?,풍선 인형,로봇,실제 동물,만화책 그림,a
train_0712,train/train_0712.jpg,사진 속 자동차는 어디에 주차되어 있나요?,도로 한복판,주차장 내부,횡단보도 위,가게 앞,d
train_0713,train/train_0713.jpg,이 이미지에 보이는 전선은 주로 어떤 용도로 사용되나요?,전자 회로 연결용 점퍼 케이블,음향 장비 연결용 케이블,네트워크 케이블,컴퓨터 내부 전원 공급용,a
train_0714,train/train_0714.jpg,사진 속 새들이 주로 앉아있는 곳은 어디인가요?,책상 위,나무 가지,사람의 다리,창문턱,c
train_0715,train/train_0715.jpg,사진 속 병에 담긴 액체의 색이 아닌 것은 무엇인가요?,노란색,파란색,초록색,빨간색,b
train_0716,train/train_0716.jpg,이 이미지에 등장하는 캐릭터는 무엇인가요?,원피스,명탐정 코난,도라에몽,짱구는 못말려,d
train_0717,train/train_0717.jpg,이 사진에 보이는 캐릭터는 무엇 위에 앉아 있나요?,도넛,케이크,컵케이크,초콜릿,b
train_0718,train/train_0718.jpg,사진 속 음료는 어느 브랜드의 제품인가요?,커피빈,던킨,스타벅스,이디야,c
train_0719,train/train_0719.jpg,이 사진은 어디에서 찍은 것일까요?,헬스장,도서관,영화관,카페,a
train_0720,train/train_0720.jpg,이 음식 구성 중에 포함되지 않은 것은 무엇인가요?,피자,튀김,된장국,김치,a
train_0721,train/train_0721.jpg,이 음식에 들어간 고기 요리는 무엇인가요?,스테이크,돼지고기 바비큐,치킨,햄버거,c
train_0722,train/train_0722.jpg,이 사진에 보이는 음식은 무엇인가요?,햄버거,떡볶이,피자,치킨,d
train_0723,train/train_0723.jpg,이 음식 구성에서 보이지 않는 것은 무엇인가요?,계란찜,콩나물국,밥,김치찌개,c
train_0724,train/train_0724.jpg,사진에 보이는 음식 중 오른쪽 접시에 담긴 음식은 무엇인가요?,파스타,샐러드,스테이크,볶음밥,a
train_0725,train/train_0725.jpg,이 강아지가 누워있는 곳은 어디인가요?,소파 위,책상 아래,바닥,강아지 침대,d
train_0726,train/train_0726.jpg,이 서랍에 들어있지 않은 물건은 무엇인가요?,책,건전지,서랍,물티슈,a
train_0727,train/train_0727.jpg,이 선반 위에 있는 인형 중 포켓몬 캐릭터는 무엇인가요?,피카츄,미스터 포테이토,이브이,꼬부기,d
train_0728,train/train_0728.jpg,책상 위에 놓여 있지 않은 것은 무엇인가요?,커피잔,책,마우스,컴퓨터 모니터,b
train_0729,train/train_0729.jpg,이 사진은 어디에서 찍힌 것일 가능성이 가장 높은가요?,산 정상,도심 거리,항구,공원,c
train_0730,train/train_0730.jpg,이 사진은 어느 시간대에 촬영된 것일까요?,낮,밤,아침,저녁,b
train_0731,train/train_0731.jpg,이 사진은 언제 찍힌 것으로 보이나요?,아침,밤,저녁,점심,b
train_0732,train/train_0732.jpg,이 사진에서 볼 수 있는 야경의 주요 조명 색깔은 무엇인가요?,노란색,파란색,분홍색,빨간색,c
train_0733,train/train_0733.jpg,이 사진에서 보이는 해변 근처에 있는 것은 무엇인가요?,주차장,산,학교,공원,a
train_0734,train/train_0734.jpg,이 음식 세트에 포함되지 않은 음식은 무엇인가요?,돈까스,김치,소바,샐러드,b
train_0735,train/train_0735.jpg,이 음식 구성에서 볼 수 없는 것은 무엇인가요?,장국,김치,튀김,계란 반쪽,b
train_0736,train/train_0736.jpg,이 음식 중 피자 위에 뿌려진 흰색 소스는 무엇일까요?,머스타드,케첩,칠리소스,마요네즈,d
train_0737,train/train_0737.jpg,이 식사에 포함되지 않은 음식은 무엇인가요?,만두,우동면,초밥,김치,c
train_0738,train/train_0738.jpg,이 사진 속 디저트는 무엇인가요?,빙수,쿠키,크레페,케이크,a
train_0739,train/train_0739.jpg,이 음식 구성에서 볼 수 없는 반찬은 무엇인가요?,김치,콩나물국,무생채,멸치볶음,a
train_0740,train/train_0740.jpg,이 음식 세트에서 튀긴 새우가 올려진 주된 요리는 무엇인가요?,새우튀김 라멘,새우튀김 우동,새우튀김 덮밥,새우튀김 카레라이스,c
train_0741,train/train_0741.jpg,이 음식 세트에 포함된 음식이 아닌 것은 무엇인가요?,김치찌개,만두,고추,밥,d
train_0742,train/train_0742.jpg,이 음식의 이름은 무엇인가요?,비프 부르기뇽,로스트 비프,스테이크 타르타르,비프 웰링턴,d
train_0743,train/train_0743.jpg,이 사진에 보이는 동물은 무엇인가요?,새,고양이,강아지,토끼,b
train_0744,train/train_0744.jpg,사진 속 고양이가 위치한 곳은 어디인가요?,나무 위,건물 옆 문 앞,도로 한복판,차 위,b
train_0745,train/train_0745.jpg,이 사진은 어떤 시간대에 찍힌 것일까요?,저녁,낮,아침,밤,d
train_0746,train/train_0746.jpg,이 이미지에 포함된 물건 중 스마트폰 충전에 직접적으로 필요한 것은 무엇인가요?,휴대폰 케이스,의약품 상자,무선 센서 키트,USB 충전기와 케이블,d
train_0747,train/train_0747.jpg,사진 속 고양이가 누워 있는 장소는 어디인가요?,모래밭,잔디밭,나무 위,돌계단 위,d
train_0748,train/train_0748.jpg,이 사진에서 보이는 신호등의 색깔은 무엇인가요?,파란색,빨간색,노란색,초록색,b
train_0749,train/train_0749.jpg,이 음식은 무엇인가요?,냉면과 만두,비빔밥과 김치,불고기와 쌈,된장찌개와 밥,a
train_0750,train/train_0750.jpg,이 사진에서 보이는 하늘의 날씨 상태는 무엇인가요?,맑음,흐림,비,눈,a
train_0751,train/train_0751.jpg,이 벽 선반 위에 놓여 있지 않은 것은 무엇인가요?,액자,책,향기 나는 디퓨저,작은 화분,b
train_0752,train/train_0752.jpg,이 사진 속에 보이는 가전제품은 무엇인가요?,전자레인지,세탁기,에어컨,냉장고,c
train_0753,train/train_0753.jpg,이 사진에 보이는 선반에 주로 어떤 종류의 물건들이 놓여 있나요?,화장품,전자기기,과자 및 간식류,책과 노트,c
train_0754,train/train_0754.jpg,사진 속 파란색 기기는 무엇일까요?,라이터,휴대폰,전자담배,보조배터리,c
train_0755,train/train_0755.jpg,이 사진에 보이는 탈것의 색깔은 무엇인가요?,빨간색,분홍색,노란색,파란색,b
train_0756,train/train_0756.jpg,이 방에서 볼 수 없는 것은 무엇인가요?,문,천장 조명,침대,책상,d
train_0757,train/train_0757.jpg,이 사진에 보이는 것은 무엇인가요?,해변과 바다,고속도로와 도심의 교차로,산과 강,공원과 산책로,b
train_0758,train/train_0758.jpg,이 사진에 보이는 음료가 아닌 것은 무엇인가요?,맑은 물,오렌지 주스,녹차,노란색 음료,b
train_0759,train/train_0759.jpg,이 사진에 보이는 음료는 무엇인가요?,콜라와 라떼,아이스 아메리카노와 핫커피,아이스티와 핫초코,주스와 에스프레소,b
train_0760,train/train_0760.jpg,이 사진에서 중앙에 놓여 있는 술잔이 담겨 있는 용기는 무엇인가요?,도자기 그릇,나무 상자,금속 쟁반,유리컵,b
train_0761,train/train_0761.jpg,사진에 보이는 음식 중 망고가 주 재료인 음식은 무엇인가요?,떡볶이,요거트볼,김치찌개,망고빙수,d
train_0762,train/train_0762.jpg,이 사진에서 보이는 공간은 무엇인가요?,주차장,식당,도서관,공원,a
train_0763,train/train_0763.jpg,이 사진에 보이는 제품이 아닌 것은 무엇인가요?,여행용 충전기,USB 충전 케이블,휴대폰,무선 이어폰,d
train_0764,train/train_0764.jpg,이 사진 속 인형은 어떤 동물을 닮았나요?,강아지,토끼,곰,고양이,a
train_0765,train/train_0765.jpg,이 사진에서 사람들이 무엇을 하고 있나요?,식사를 하고 있다,책을 읽고 있다,영화를 보고 있다,운동을 하고 있다,a
train_0766,train/train_0766.jpg,이 이미지에 보이는 당구대의 브랜드는 무엇인가요?,코스모스,블랙펄,레전드,버그먼,a
train_0767,train/train_0767.jpg,책상 위에 있는 검은색 케이스는 무엇일까요?,선글라스 케이스,휴대폰 케이스,화장품 케이스,지갑,a
train_0768,train/train_0768.jpg,이미지에 보이는 상자 안에 들어있는 것은 무엇인가요?,주사위,돈,포커 칩,카드 덱,c
train_0769,train/train_0769.jpg,이 이미지에서 보이는 음료수가 아닌 것은 무엇인가요?,포카리스웨트,코카콜라,오렌지 주스,맥주,b
train_0770,train/train_0770.jpg,사진 속 키보드 앞에 놓여 있는 나무 재질의 물건은 무엇인가요?,마우스 패드,손목 받침대,책 받침대,휴대폰 거치대,b
